rule,conf_pca
"<dbo:branchTo>(a, b) <= <dbo:branchFrom>(a, e) & <dbo:branchTo>(e, b)",0.009205984
"<dbo:homeArena>(a, b) <= <dbo:location>(a, b)",0.009221311
"<dbo:house>(a, b) <= <dbo:house>(e, b) & <dbo:location>(e, a)",0.009237875
"<dbo:influencedBy>(a, b) <= <dbo:era>(a, f) & <dbo:era>(b, f)",0.009289143
"<dbo:hubAirport>(a, b) <= <dbo:hubAirport>(a, e) & <dbo:location>(e, b)",0.009350164
"<dbo:river>(a, b) <= <dbo:city>(b, f) & <dbo:municipality>(a, f)",0.009354537
"<dbo:manufacturer>(a, b) <= <dbo:parentCompany>(a, f) & <dbo:parentCompany>(b, f)",0.009361517
"<dbo:vicePresident>(a, b) <= <dbo:president>(a, f) & <dbo:president>(b, f)",0.009363296
"<dbo:branchFrom>(a, b) <= <dbo:branchTo>(e, a) & <dbo:branchTo>(e, b)",0.009375
"<dbo:branchTo>(a, b) <= <dbo:branchTo>(e, a) & <dbo:branchTo>(e, b)",0.009425071
"<dbo:philosophicalSchool>(a, b) <= <dbo:influencedBy>(e, a) & <dbo:notableIdea>(e, b)",0.00952381
"<dbo:parentCompany>(a, b) <= <dbo:owner>(a, f) & <dbo:owningCompany>(b, f)",0.009645091
"<dbo:parentCompany>(a, b) <= <dbo:owningCompany>(a, f) & <dbo:owningCompany>(b, f)",0.009645091
"<dbo:majorShrine>(a, b) <= <dbo:beatifiedPlace>(a, f) & <dbo:country>(b, f)",0.009704027
"<dbo:employer>(a, b) <= <dbo:occupation>(a, b)",0.009738152
"<dbo:governmentRegion>(a, b) <= <dbo:city>(f, b) & <dbo:region>(a, f)",0.009756098
"<dbo:source>(a, b) <= <dbo:country>(a, f) & <dbo:timeZone>(b, f)",0.00976801
"<dbo:notableIdea>(a, b) <= <dbo:influencedBy>(a, f) & <dbo:philosophicalSchool>(f, b)",0.00979021
"<dbo:philosophicalSchool>(a, b) <= <dbo:influencedBy>(a, e) & <dbo:mainInterest>(e, b)",0.010093855
"<dbo:artery>(a, b) <= <dbo:artery>(a, f) & <dbo:branchFrom>(b, f)",0.010118044
"<dbo:opponent>(a, b) <= <dbo:commander>(e, a) & <dbo:commander>(e, b)",0.010146561
"<dbo:source>(a, b) <= <dbo:district>(a, f) & <dbo:locatedInArea>(b, f)",0.010161663
"<dbo:alumni>(a, b) <= <dbo:birthPlace>(b, f) & <dbo:county>(a, f)",0.010282776
"<dbo:era>(a, b) <= <dbo:influenced>(a, f) & <dbo:philosophicalSchool>(f, b)",0.010316875
"<dbo:vicePresident>(a, b) <= <dbo:successor>(f, a) & <dbo:successor>(b, f)",0.010318949
"<dbo:vicePresident>(a, b) <= <dbo:president>(f, b) & <dbo:successor>(a, f)",0.010341262
"<dbo:aircraftAttack>(a, b) <= <dbo:aircraftTransport>(a, b)",0.010351967
"<dbo:nextMission>(a, b) <= <dbo:crewMember>(a, f) & <dbo:mission>(f, b)",0.010398614
"<dbo:isPartOfWineRegion>(a, b) <= <dbo:growingGrape>(a, f) & <dbo:growingGrape>(b, f)",0.010420263
"<dbo:editor>(a, b) <= <dbo:academicDiscipline>(a, f) & <dbo:field>(b, f)",0.010475974
"<dbo:governmentRegion>(a, b) <= <dbo:highestState>(b, f) & <dbo:state>(f, a)",0.010526316
"<dbo:previousMission>(a, b) <= <dbo:crewMember>(b, f) & <dbo:mission>(f, a)",0.010526316
"<dbo:governmentRegion>(a, b) <= <dbo:city>(f, b) & <dbo:daylightSavingTimeZone>(a, f)",0.010582011
"<dbo:governmentRegion>(a, b) <= <dbo:city>(f, b) & <dbo:timeZone>(a, f)",0.010582011
"<dbo:vein>(a, b) <= <dbo:drainsTo>(b, f) & <dbo:vein>(a, f)",0.010600707
"<dbo:localAuthority>(a, b) <= <dbo:leaderName>(f, b) & <dbo:localAuthority>(a, f)",0.010681747
"<dbo:subsidiary>(a, b) <= <dbo:parentCompany>(a, f) & <dbo:parentCompany>(b, f)",0.010724184
"<dbo:governmentRegion>(a, b) <= <dbo:highestState>(b, f) & <dbo:region>(f, a)",0.010752688
"<dbo:broadcastNetwork>(a, b) <= <http://xmlns.com/foaf/0.1/homepage>(a, f) & <http://xmlns.com/foaf/0.1/homepage>(b, f)",0.010766149
"<dbo:splitFromParty>(a, b) <= <dbo:headquarter>(a, f) & <dbo:headquarter>(b, f)",0.010799136
"<dbo:river>(a, b) <= <dbo:district>(a, f) & <dbo:region>(b, f)",0.010810811
"<dbo:gameArtist>(a, b) <= <dbo:parentCompany>(b, f) & <dbo:publisher>(a, f)",0.010855683
"<dbo:municipality>(a, b) <= <dbo:district>(a, f) & <dbo:district>(b, f)",0.010880488
"<dbo:denomination>(a, b) <= <dbo:type>(a, b)",0.010980966
"<dbo:aircraftTrainer>(a, b) <= <dbo:aircraftTransport>(a, b)",0.011090573
"<dbo:board>(a, b) <= <dbo:occupation>(a, b)",0.011156187
"<dbo:deputy>(a, b) <= <dbo:primeMinister>(a, f) & <dbo:primeMinister>(b, f)",0.011165846
"<dbo:majorShrine>(a, b) <= <dbo:deathPlace>(a, f) & <dbo:region>(b, f)",0.011176857
"<dbo:spokenIn>(a, b) <= <dbo:language>(b, a)",0.011251808
"<dbo:canonizedBy>(a, b) <= <dbo:veneratedIn>(a, b)",0.011278195
"<dbo:hubAirport>(a, b) <= <dbo:city>(b, f) & <dbo:headquarter>(a, f)",0.011364618
"<dbo:derivative>(a, b) <= <dbo:stylisticOrigin>(a, b)",0.011378849
"<dbo:previousMission>(a, b) <= <dbo:nextMission>(a, f) & <dbo:nextMission>(b, f)",0.011415525
"<dbo:rightTributary>(a, b) <= <dbo:mouthCountry>(a, f) & <dbo:sourceCountry>(b, f)",0.011432571
"<dbo:regionalLanguage>(a, b) <= <dbo:language>(a, b)",0.011457379
"<dbo:nextMission>(a, b) <= <dbo:previousMission>(a, f) & <dbo:previousMission>(b, f)",0.01146789
"<dbo:derivative>(a, b) <= <dbo:genre>(e, a) & <dbo:genre>(e, b)",0.011537438
"<dbo:influenced>(a, b) <= <dbo:influencedBy>(a, b)",0.011649177
"<dbo:gameArtist>(a, b) <= <dbo:composer>(a, f) & <dbo:recordLabel>(f, b)",0.011673152
"<dbo:chairperson>(a, b) <= <dbo:country>(a, b)",0.011695906
"<dbo:musicComposer>(a, b) <= <dbo:producer>(a, b)",0.0117047
"<dbo:musicSubgenre>(a, b) <= <dbo:musicFusionGenre>(e, a) & <dbo:musicSubgenre>(e, b)",0.011825573
"<dbo:wineRegion>(a, b) <= <dbo:growingGrape>(b, a)",0.011913104
"<dbo:destination>(a, b) <= <dbo:city>(e, b) & <dbo:hubAirport>(a, e)",0.012030075
"<dbo:metropolitanBorough>(a, b) <= <dbo:birthPlace>(e, b) & <dbo:deathPlace>(e, a)",0.012056263
"<dbo:rightTributary>(a, b) <= <dbo:sourceMountain>(a, f) & <dbo:sourcePlace>(b, f)",0.012134262
"<dbo:rightTributary>(a, b) <= <dbo:sourcePlace>(a, f) & <dbo:sourcePlace>(b, f)",0.012134262
"<dbo:rightTributary>(a, b) <= <dbo:sourceMountain>(b, f) & <dbo:sourcePlace>(a, f)",0.012134262
"<dbo:rightTributary>(a, b) <= <dbo:sourceMountain>(a, f) & <dbo:sourceMountain>(b, f)",0.012134262
"<dbo:river>(a, b) <= <dbo:sourceCountry>(b, f) & <dbo:state>(a, f)",0.012145749
"<dbo:authority>(a, b) <= <dbo:affiliation>(a, f) & <dbo:headquarter>(b, f)",0.012195122
"<dbo:nextMission>(a, b) <= <dbo:nextMission>(f, b) & <dbo:previousMission>(a, f)",0.012254902
"<dbo:gameArtist>(a, b) <= <dbo:keyPerson>(f, b) & <dbo:publisher>(a, f)",0.012257406
"<dbo:previousMission>(a, b) <= <dbo:nextMission>(a, f) & <dbo:previousMission>(f, b)",0.012315271
"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:manufacturer>(a, f) & <dbo:manufacturer>(b, f)",0.012501778
"<dbo:administrativeDistrict>(a, b) <= <dbo:city>(a, f) & <dbo:federalState>(b, f)",0.012532552
"<dbo:rival>(a, b) <= <dbo:religiousHeadLabel>(a, f) & <dbo:religiousHeadLabel>(b, f)",0.012626263
"<dbo:board>(a, b) <= <dbo:education>(a, b)",0.012640449
"<dbo:followingEvent>(a, b) <= <dbo:followingEvent>(f, b) & <dbo:followingEvent>(a, f)",0.012643678
"<dbo:lowestPlace>(a, b) <= <dbo:region>(a, b)",0.012658228
"<dbo:lowestMountain>(a, b) <= <dbo:region>(a, b)",0.012658228
"<dbo:sourceRegion>(a, b) <= <dbo:country>(a, f) & <dbo:timeZone>(b, f)",0.012732615
"<dbo:crewMember>(a, b) <= <dbo:crewMember>(f, b) & <dbo:previousMission>(a, f)",0.012765957
"<dbo:philosophicalSchool>(a, b) <= <dbo:influenced>(a, f) & <dbo:mainInterest>(f, b)",0.012795657
"<dbo:highestState>(a, b) <= <dbo:country>(a, b)",0.012820513
"<dbo:engineer>(a, b) <= <dbo:architect>(a, b)",0.012987013
"<dbo:ceremonialCounty>(a, b) <= <dbo:country>(a, b)",0.012995347
"<dbo:formerPartner>(a, b) <= <dbo:choreographer>(a, f) & <dbo:formerChoreographer>(b, f)",0.013012048
"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:parentCompany>(a, f) & <dbo:parentCompany>(b, f)",0.013042778
"<dbo:compiler>(a, b) <= <dbo:recordLabel>(a, b)",0.013043478
"<dbo:operatingSystem>(a, b) <= <dbo:developer>(b, f) & <dbo:operatingSystem>(a, f)",0.013056209
"<dbo:firstLeader>(a, b) <= <dbo:primeMinister>(b, f) & <dbo:secondLeader>(a, f)",0.013082734
"<dbo:vein>(a, b) <= <dbo:drainsTo>(e, b) & <dbo:vein>(a, e)",0.013100437
"<dbo:computingMedia>(a, b) <= <dbo:computingPlatform>(a, b)",0.013143958
"<dbo:parentCompany>(a, b) <= <dbo:owner>(b, f) & <dbo:owningCompany>(a, f)",0.013230901
"<dbo:parentCompany>(a, b) <= <dbo:owner>(a, f) & <dbo:owner>(b, f)",0.013230901
"<dbo:gameEngine>(a, b) <= <dbo:developer>(b, f) & <dbo:product>(f, a)",0.01323802
"<dbo:significantBuilding>(a, b) <= <dbo:architect>(e, a) & <dbo:location>(e, b)",0.01342711
"<dbo:house>(a, b) <= <dbo:location>(b, a)",0.013452915
"<dbo:isPartOfWineRegion>(a, b) <= <dbo:varietals>(a, f) & <dbo:varietals>(b, f)",0.013599275
"<dbo:europeanParliamentGroup>(a, b) <= <dbo:party>(e, a) & <dbo:party>(e, b)",0.013630731
"<dbo:ethnicity>(a, b) <= <dbo:birthPlace>(a, b)",0.01364147
"<dbo:branchFrom>(a, b) <= <dbo:branchFrom>(a, f) & <dbo:branchTo>(f, b)",0.013808976
"<dbo:splitFromParty>(a, b) <= <dbo:europeanParliamentGroup>(a, f) & <dbo:europeanParliamentGroup>(b, f)",0.013937282
"<dbo:administrativeDistrict>(a, b) <= <dbo:location>(e, a) & <dbo:location>(e, b)",0.013979497
"<dbo:deputy>(a, b) <= <dbo:primeMinister>(a, f) & <dbo:successor>(f, b)",0.014054054
"<dbo:metropolitanBorough>(a, b) <= <dbo:birthPlace>(e, a) & <dbo:deathPlace>(e, b)",0.014079549
"<dbo:crewMember>(a, b) <= <dbo:crewMember>(e, b) & <dbo:nextMission>(e, a)",0.014084507
"<dbo:crewMember>(a, b) <= <dbo:crewMember>(e, b) & <dbo:previousMission>(e, a)",0.014084507
"<dbo:formerPartner>(a, b) <= <dbo:choreographer>(b, f) & <dbo:formerCoach>(a, f)",0.014109347
"<dbo:derivative>(a, b) <= <dbo:programmeFormat>(e, a) & <dbo:programmeFormat>(e, b)",0.01416122
"<dbo:regionalLanguage>(a, b) <= <dbo:officialLanguage>(a, b)",0.014184397
"<dbo:placeOfBurial>(a, b) <= <dbo:capital>(b, f) & <dbo:deathPlace>(a, f)",0.014209591
"<dbo:owningCompany>(a, b) <= <dbo:keyPerson>(f, b) & <dbo:owningCompany>(a, f)",0.014238144
"<dbo:river>(a, b) <= <dbo:city>(a, f) & <dbo:city>(b, f)",0.014240506
"<dbo:leader>(a, b) <= <dbo:headquarter>(a, e) & <dbo:leaderName>(e, b)",0.014246947
"<dbo:crewMember>(a, b) <= <dbo:mission>(b, f) & <dbo:nextMission>(a, f)",0.014388489
"<dbo:crewMember>(a, b) <= <dbo:mission>(b, e) & <dbo:previousMission>(e, a)",0.014414414
"<dbo:lastAppearance>(a, b) <= <dbo:creator>(a, f) & <dbo:writer>(b, f)",0.014503964
"<dbo:philosophicalSchool>(a, b) <= <dbo:influencedBy>(e, a) & <dbo:mainInterest>(e, b)",0.014536225
"<dbo:musicComposer>(a, b) <= <dbo:writer>(a, b)",0.014553504
"<dbo:subsidiary>(a, b) <= <dbo:owningCompany>(a, f) & <dbo:owningCompany>(b, f)",0.014553991
"<dbo:parentOrganisation>(a, b) <= <dbo:location>(a, b)",0.014563107
"<dbo:musicSubgenre>(a, b) <= <dbo:genre>(e, a) & <dbo:genre>(e, b)",0.014569
"<dbo:philosophicalSchool>(a, b) <= <dbo:influenced>(e, a) & <dbo:mainInterest>(e, b)",0.014581734
"<dbo:variantOf>(a, b) <= <dbo:relatedMeanOfTransportation>(a, f) & <dbo:successor>(b, f)",0.014605648
"<dbo:crewMember>(a, b) <= <dbo:crewMember>(f, b) & <dbo:nextMission>(a, f)",0.014634146
"<dbo:developer>(a, b) <= <dbo:owner>(b, f) & <dbo:publisher>(a, f)",0.014671084
"<dbo:house>(a, b) <= <dbo:politicalPartyInLegislature>(a, f) & <dbo:politicalPartyInLegislature>(b, f)",0.014697674
"<dbo:rightTributary>(a, b) <= <dbo:region>(a, f) & <dbo:region>(b, f)",0.014732965
"<dbo:class>(a, b) <= <dbo:order>(a, b)",0.014765823
"<dbo:derivative>(a, b) <= <dbo:derivative>(e, b) & <dbo:musicFusionGenre>(e, a)",0.014799154
"<dbo:sourceConfluenceMountain>(a, b) <= <dbo:district>(a, f) & <dbo:isPartOf>(b, f)",0.014814815
"<dbo:voice>(a, b) <= <dbo:series>(a, f) & <dbo:voice>(f, b)",0.014847447
"<dbo:governmentRegion>(a, b) <= <dbo:district>(a, f) & <dbo:district>(b, f)",0.014852899
"<dbo:resolution>(a, b) <= <dbo:computingPlatform>(a, b)",0.014888337
"<dbo:targetAirport>(a, b) <= <dbo:headquarter>(a, b)",0.014957728
"<dbo:notableIdea>(a, b) <= <dbo:influencedBy>(e, a) & <dbo:mainInterest>(e, b)",0.014974263
"<dbo:order>(a, b) <= <dbo:family>(a, b)",0.014980899
"<dbo:parentOrganisation>(a, b) <= <dbo:headquarter>(a, b)",0.01501251
"<dbo:promotion>(a, b) <= <dbo:keyPerson>(f, b) & <dbo:promotion>(a, f)",0.015069319
"<dbo:family>(a, b) <= <dbo:order>(a, b)",0.015076964
"<dbo:distributor>(a, b) <= <dbo:producer>(a, b)",0.015081007
"<dbo:formerPartner>(a, b) <= <dbo:coach>(a, f) & <dbo:formerChoreographer>(b, f)",0.015115354
"<dbo:countySeat>(a, b) <= <dbo:birthPlace>(e, a) & <dbo:residence>(e, b)",0.015144665
"<dbo:primeMinister>(a, b) <= <dbo:leader>(f, a) & <dbo:party>(b, f)",0.015181518
"<dbo:subsidiary>(a, b) <= <dbo:subsidiary>(e, a) & <dbo:subsidiary>(e, b)",0.01536271
"<dbo:musicSubgenre>(a, b) <= <dbo:stylisticOrigin>(a, f) & <dbo:stylisticOrigin>(b, f)",0.015478943
"<dbo:director>(a, b) <= <dbo:starring>(a, b)",0.015511844
"<dbo:primeMinister>(a, b) <= <dbo:commander>(e, a) & <dbo:commander>(e, b)",0.015529219
"<dbo:branchFrom>(a, b) <= <dbo:artery>(e, a) & <dbo:artery>(e, b)",0.015544041
"<dbo:previousMission>(a, b) <= <dbo:crewMember>(a, f) & <dbo:mission>(f, b)",0.01559792
"<dbo:derivative>(a, b) <= <dbo:musicFusionGenre>(f, a) & <dbo:stylisticOrigin>(b, f)",0.015602837
"<dbo:lowestPlace>(a, b) <= <dbo:location>(e, a) & <dbo:location>(e, b)",0.015625
"<dbo:firstLeader>(a, b) <= <dbo:president>(b, f) & <dbo:secondLeader>(a, f)",0.015650741
"<dbo:branchFrom>(a, b) <= <dbo:branchFrom>(f, b) & <dbo:branchFrom>(a, f)",0.015652174
"<dbo:lieutenant>(a, b) <= <dbo:successor>(b, a)",0.015690377
"<dbo:developer>(a, b) <= <dbo:owningCompany>(b, f) & <dbo:publisher>(a, f)",0.015701707
"<dbo:notableIdea>(a, b) <= <dbo:philosophicalSchool>(a, f) & <dbo:philosophicalSchool>(b, f)",0.015712682
"<dbo:nextMission>(a, b) <= <dbo:crewMember>(b, f) & <dbo:mission>(f, a)",0.015789474
"<dbo:artery>(a, b) <= <dbo:artery>(a, e) & <dbo:branchFrom>(e, b)",0.015789474
"<dbo:isPartOfWineRegion>(a, b) <= <dbo:varietals>(a, e) & <dbo:wineRegion>(e, b)",0.015789474
"<dbo:lowestPlace>(a, b) <= <dbo:region>(a, f) & <dbo:state>(f, b)",0.015873016
"<dbo:manufacturer>(a, b) <= <dbo:product>(b, f) & <dbo:type>(a, f)",0.015928256
"<dbo:branchTo>(a, b) <= <dbo:artery>(e, a) & <dbo:artery>(e, b)",0.015957447
"<dbo:doctoralStudent>(a, b) <= <dbo:knownFor>(a, f) & <dbo:knownFor>(b, f)",0.015996199
"<dbo:aircraftFighter>(a, b) <= <dbo:aircraftFighter>(a, f) & <dbo:successor>(f, b)",0.016058394
"<dbo:lastAppearance>(a, b) <= <dbo:creator>(a, f) & <dbo:director>(b, f)",0.016155089
"<dbo:era>(a, b) <= <dbo:philosophicalSchool>(a, b)",0.016283525
"<dbo:formerPartner>(a, b) <= <dbo:choreographer>(a, f) & <dbo:coach>(b, f)",0.016311167
"<dbo:nationalAffiliation>(a, b) <= <dbo:deathPlace>(e, b) & <dbo:party>(e, a)",0.016460905
"<dbo:governmentRegion>(a, b) <= <dbo:location>(b, f) & <dbo:municipality>(a, f)",0.016483516
"<dbo:broadcastNetwork>(a, b) <= <dbo:owner>(a, f) & <dbo:owningCompany>(b, f)",0.016527197
"<dbo:branchTo>(a, b) <= <dbo:branchFrom>(b, f) & <dbo:branchTo>(f, a)",0.016528926
"<dbo:federalState>(a, b) <= <dbo:capital>(f, b) & <dbo:country>(a, f)",0.016670371
"<dbo:genus>(a, b) <= <dbo:family>(a, b)",0.016767079
"<dbo:governor>(a, b) <= <dbo:successor>(f, b) & <dbo:successor>(a, f)",0.016787659
"<dbo:governmentRegion>(a, b) <= <dbo:district>(b, f) & <dbo:highestState>(f, a)",0.016806723
"<dbo:highestPlace>(a, b) <= <dbo:highestPlace>(a, f) & <dbo:locatedInArea>(f, b)",0.016806723
"<dbo:highestRegion>(a, b) <= <dbo:district>(b, f) & <dbo:highestState>(f, a)",0.016806723
"<dbo:lastAppearance>(a, b) <= <dbo:creator>(a, f) & <dbo:producer>(b, f)",0.016847172
"<dbo:arrondissement>(a, b) <= <dbo:canton>(a, b)",0.016868932
"<dbo:athletics>(a, b) <= <dbo:affiliation>(a, b)",0.016872891
"<dbo:formerPartner>(a, b) <= <dbo:coach>(b, f) & <dbo:formerChoreographer>(a, f)",0.016877637
"<dbo:saint>(a, b) <= <dbo:deathPlace>(b, a)",0.016909814
"<dbo:primeMinister>(a, b) <= <dbo:primeMinister>(b, f) & <dbo:successor>(a, f)",0.016923195
"<dbo:subsidiary>(a, b) <= <dbo:owner>(b, f) & <dbo:owningCompany>(a, f)",0.016994158
"<dbo:canton>(a, b) <= <dbo:arrondissement>(a, b)",0.017005138
"<dbo:derivative>(a, b) <= <dbo:stylisticOrigin>(a, f) & <dbo:stylisticOrigin>(b, f)",0.017059301
"<dbo:nextMission>(a, b) <= <dbo:mission>(e, a) & <dbo:mission>(e, b)",0.017125211
"<dbo:previousMission>(a, b) <= <dbo:mission>(e, a) & <dbo:mission>(e, b)",0.017144463
"<dbo:parentCompany>(a, b) <= <dbo:parentCompany>(a, e) & <dbo:subsidiary>(e, b)",0.017145452
"<dbo:nextMission>(a, b) <= <dbo:launchPad>(a, f) & <dbo:launchPad>(b, f)",0.017163505
"<dbo:gameEngine>(a, b) <= <dbo:computingPlatform>(a, e) & <dbo:license>(e, b)",0.017209588
"<dbo:previousMission>(a, b) <= <dbo:launchPad>(a, f) & <dbo:launchPad>(b, f)",0.017219224
"<dbo:musicComposer>(a, b) <= <dbo:director>(a, b)",0.017256581
"<dbo:subsidiary>(a, b) <= <dbo:parentCompany>(b, f) & <dbo:subsidiary>(f, a)",0.017291768
"<dbo:highestMountain>(a, b) <= <dbo:region>(a, b)",0.01743462
"<dbo:isPartOfWineRegion>(a, b) <= <dbo:isPartOfWineRegion>(a, f) & <dbo:isPartOfWineRegion>(b, f)",0.01744186
"<dbo:branchTo>(a, b) <= <dbo:branchFrom>(a, f) & <dbo:branchFrom>(b, f)",0.017448201
"<dbo:memberOfParliament>(a, b) <= <dbo:birthPlace>(e, a) & <dbo:successor>(e, b)",0.017521902
"<dbo:sourceRegion>(a, b) <= <dbo:sourcePlace>(a, b)",0.01754386
"<dbo:sourceRegion>(a, b) <= <dbo:sourceMountain>(a, b)",0.01754386
"<dbo:vein>(a, b) <= <dbo:artery>(b, f) & <dbo:branchFrom>(a, f)",0.01754386
"<dbo:house>(a, b) <= <dbo:location>(f, a) & <dbo:location>(b, f)",0.01754386
"<dbo:leaderName>(a, b) <= <dbo:isPartOf>(a, b)",0.017566612
"<dbo:portrayer>(a, b) <= <dbo:series>(a, f) & <dbo:starring>(f, b)",0.017581545
"<dbo:owningCompany>(a, b) <= <dbo:keyPerson>(b, f) & <dbo:owningCompany>(a, f)",0.017589018
"<dbo:gameEngine>(a, b) <= <dbo:product>(e, a) & <dbo:product>(e, b)",0.017603634
"<dbo:influencedBy>(a, b) <= <dbo:mainInterest>(a, f) & <dbo:mainInterest>(b, f)",0.017606609
"<dbo:deputy>(a, b) <= <dbo:successor>(f, a) & <dbo:successor>(b, f)",0.017622951
"<dbo:leader>(a, b) <= <dbo:party>(f, a) & <dbo:successor>(b, f)",0.017857143
"<dbo:aircraftTransport>(a, b) <= <dbo:aircraftTransport>(e, b) & <dbo:notableCommander>(e, a)",0.017897092
"<dbo:source>(a, b) <= <dbo:state>(a, b)",0.017951426
"<dbo:formerPartner>(a, b) <= <dbo:formerChoreographer>(a, f) & <dbo:formerCoach>(b, f)",0.017955295
"<dbo:secretaryGeneral>(a, b) <= <dbo:headquarter>(a, f) & <dbo:residence>(b, f)",0.017964072
"<dbo:leader>(a, b) <= <dbo:leaderName>(e, b) & <dbo:location>(a, e)",0.017981073
"<dbo:lastAppearance>(a, b) <= <dbo:series>(a, b)",0.018065887
"<dbo:musicSubgenre>(a, b) <= <dbo:derivative>(e, b) & <dbo:stylisticOrigin>(a, e)",0.018126888
"<dbo:formerPartner>(a, b) <= <dbo:choreographer>(b, f) & <dbo:formerChoreographer>(a, f)",0.018132975
"<dbo:order>(a, b) <= <dbo:class>(a, b)",0.018249739
"<dbo:musicSubgenre>(a, b) <= <dbo:musicSubgenre>(e, b) & <dbo:stylisticOrigin>(e, a)",0.018450185
"<dbo:maintainedBy>(a, b) <= <dbo:locatedInArea>(a, b)",0.018472906
"<dbo:source>(a, b) <= <dbo:city>(a, b)",0.018556701
"<dbo:mouthMountain>(a, b) <= <dbo:city>(e, b) & <dbo:riverMouth>(e, a)",0.018685832
"<dbo:governmentPosition>(a, b) <= <dbo:governmentPosition>(f, b) & <dbo:state>(a, f)",0.018691589
"<dbo:governmentPosition>(a, b) <= <dbo:governmentPosition>(e, b) & <dbo:state>(e, a)",0.018691589
"<dbo:isPartOfWineRegion>(a, b) <= <dbo:growingGrape>(a, e) & <dbo:wineRegion>(e, b)",0.018740032
"<dbo:lowestPlace>(a, b) <= <dbo:state>(a, b)",0.018867925
"<dbo:lowestMountain>(a, b) <= <dbo:state>(a, b)",0.018867925
"<dbo:deputy>(a, b) <= <dbo:commander>(e, a) & <dbo:commander>(e, b)",0.018867925
"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:designCompany>(a, f) & <dbo:designer>(b, f)",0.018899334
"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:designer>(a, f) & <dbo:designer>(b, f)",0.018899334
"<dbo:developer>(a, b) <= <dbo:developer>(a, e) & <dbo:keyPerson>(e, b)",0.018905728
"<dbo:crosses>(a, b) <= <dbo:locatedInArea>(a, f) & <dbo:riverMouth>(b, f)",0.018918919
"<dbo:maintainedBy>(a, b) <= <dbo:isPartOf>(e, b) & <dbo:locatedInArea>(a, e)",0.018922018
"<dbo:basedOn>(a, b) <= <dbo:writer>(a, b)",0.018963034
"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:designCompany>(a, f) & <dbo:designCompany>(b, f)",0.018979251
"<dbo:relatedMeanOfTransportation>(a, b) <= <dbo:designCompany>(b, f) & <dbo:designer>(a, f)",0.018979251
"<dbo:branchTo>(a, b) <= <dbo:vein>(a, f) & <dbo:vein>(b, f)",0.018987342
"<dbo:developer>(a, b) <= <dbo:parentCompany>(b, f) & <dbo:publisher>(a, f)",0.018989998
"<dbo:school>(a, b) <= <dbo:birthPlace>(a, b)",0.019017433
"<dbo:countySeat>(a, b) <= <dbo:birthPlace>(e, b) & <dbo:region>(e, a)",0.01910299
"<dbo:highestRegion>(a, b) <= <dbo:district>(a, f) & <dbo:district>(b, f)",0.019189765
"<dbo:vicePresident>(a, b) <= <dbo:battle>(b, e) & <dbo:commander>(e, a)",0.019193858
"<dbo:nationalAffiliation>(a, b) <= <dbo:capital>(b, f) & <dbo:headquarter>(a, f)",0.01920904
"<dbo:mayor>(a, b) <= <dbo:residence>(b, a)",0.019277108
"<dbo:parentCompany>(a, b) <= <dbo:hubAirport>(a, f) & <dbo:hubAirport>(b, f)",0.019286229
"<dbo:associate>(a, b) <= <dbo:successor>(f, a) & <dbo:successor>(b, f)",0.019301471
"<dbo:associatedAct>(a, b) <= <dbo:associatedAct>(a, f) & <dbo:associatedBand>(b, f)",0.019337017
"<dbo:associatedAct>(a, b) <= <dbo:associatedAct>(a, f) & <dbo:associatedMusicalArtist>(b, f)",0.019337017
"<dbo:aircraftTransport>(a, b) <= <dbo:aircraftTransport>(f, b) & <dbo:country>(a, f)",0.019396552
"<dbo:arrondissement>(a, b) <= <dbo:intercommunality>(a, b)",0.019549053
"<dbo:philosophicalSchool>(a, b) <= <dbo:influencedBy>(a, e) & <dbo:notableIdea>(e, b)",0.01957638
"<dbo:leaderName>(a, b) <= <dbo:residence>(b, a)",0.019592311
"<dbo:lastWin>(a, b) <= <dbo:firstRace>(a, b)",0.019607843
"<dbo:majorShrine>(a, b) <= <dbo:country>(e, b) & <dbo:saint>(e, a)",0.019607843
"<dbo:musicSubgenre>(a, b) <= <dbo:musicSubgenre>(e, a) & <dbo:stylisticOrigin>(b, e)",0.019634394
"<dbo:intercommunality>(a, b) <= <dbo:arrondissement>(a, b)",0.019743217
"<dbo:primeMinister>(a, b) <= <dbo:primeMinister>(b, f) & <dbo:successor>(f, a)",0.019838229
"<dbo:aircraftBomber>(a, b) <= <dbo:aircraftBomber>(a, f) & <dbo:predecessor>(b, f)",0.019933555
"<dbo:leader>(a, b) <= <dbo:party>(f, a) & <dbo:primeMinister>(b, f)",0.019970414
"<dbo:servingRailwayLine>(a, b) <= <dbo:operatedBy>(b, f) & <dbo:owner>(a, f)",0.019989107
"<dbo:destination>(a, b) <= <dbo:country>(b, f) & <dbo:destination>(a, f)",0.02
"<dbo:producer>(a, b) <= <dbo:starring>(a, b)",0.020001301
"<dbo:formerPartner>(a, b) <= <dbo:coach>(a, f) & <dbo:formerCoach>(b, f)",0.020006156
